appendix_pilot,instance_id,benchmark,language,file_count_bucket,harness,cond,arm,seed,model,status_taxonomy,legit,resolved,f2p_pass,f2p_total,p2p_pass,p2p_total,cost_usd,total_cost_usd,turns,tokens_total,patch_bytes,modified_files,wall_clock_secs,n_surfaced,first_gold_rank,acc@1,acc@3,acc@5,acc@10,recall@1,recall@3,recall@5,recall@10,n_gold,edit_precision,edit_recall,loc_metric
1,keras-team__keras-18553,polybench,python,1,supercoder,on,SC-ON,0,kimi,unresolved,1,0,0,2,88,88,0.30770229,0.828035,33,97374,1204,1,563.89,46,24,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,surfaced_v2
1,keras-team__keras-18553,polybench,python,1,supercoder,off,SC-OFF,0,kimi,unresolved,1,0,0,2,0,88,0.38650693,0.744212,52,151426,1229,1,458.25,36,16,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,surfaced_v2
1,keras-team__keras-19636,polybench,python,1,supercoder,on,SC-ON,0,kimi,resolved,1,1,1,1,28,28,1.3985478400000007,1.911979,81,516487,4101,2,1695.36,89,1,1,1,1,1,1.0,1.0,1.0,1.0,1,0.5,1.0,surfaced_v2
1,trinodb__trino-1512,polybench,java,1,supercoder,off,SC-OFF,0,opus,resolved,1,1,2,2,46,46,6.658547250000001,8.024807,155,42001,5312,1,1357.63,60,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,surfaced_v2
1,instance_ansible__ansible-5640093f1ca63fd6af231cc8a7fb7d40e1907b8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,pro,python,3+,supercoder,on,SC-ON,0,kimi,unsolved_timeout,1,0,0,4,0,0,0.9371265500000001,4.546124,53,273918,0,0,1741.5,63,1,1,1,1,1,0.2,0.6,0.6,0.8,5,,0.0,surfaced_v2
1,instance_ansible__ansible-5640093f1ca63fd6af231cc8a7fb7d40e1907b8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,pro,python,3+,supercoder,off,SC-OFF,0,kimi,infra_failed,0,,,,,,,5.094969,,,,,,,,,,,,,,,,,,,
1,instance_flipt-io__flipt-0b119520afca1cf25c470ff4288c464d4510b944,pro,go,3+,supercoder,off,SC-OFF,0,kimi,unresolved,1,0,0,1,0,0,1.06161312,2.176402,70,494774,10943,3,1365.23,151,2,0,1,1,1,0.0,0.3333,0.6667,0.6667,3,0.6667,0.6667,surfaced_v2
1,instance_flipt-io__flipt-0b119520afca1cf25c470ff4288c464d4510b944,pro,go,3+,supercoder,off,SC-OFF,0,opus,resolved,1,1,1,1,0,0,1.7030957499999995,2.878291,52,14520,9279,2,417.37,62,10,0,0,0,1,0.0,0.0,0.0,0.3333,3,1.0,0.6667,surfaced_v2
1,apache__rocketmq-4122,polybench,java,2,supercoder,on,SC-ON,0,kimi,unsolved_timeout,1,0,0,1,0,0,1.1229895500000002,8.836704,62,456304,654,1,1741.52,121,39,0,0,0,0,0.0,0.0,0.0,0.0,2,1.0,0.5,surfaced_v2
1,apache__rocketmq-4122,polybench,java,2,supercoder,off,SC-OFF,0,kimi,infra_failed,0,,,,,,,6.40409,,,,,,,,,,,,,,,,,,,
1,apache__rocketmq-7745,polybench,java,1,supercoder,off,SC-OFF,0,kimi,resolved,1,1,1,1,0,0,0.13773929999999998,1.070902,19,98929,2663,2,300.55,76,17,0,0,0,0,0.0,0.0,0.0,0.0,1,0.5,1.0,surfaced_v2
1,huggingface__transformers-25884,polybench,python,1,supercoder,off,SC-OFF,0,kimi,resolved,1,1,1,1,3,3,0.2595791499999999,0.523778,45,150830,586,1,338.89,114,33,0,0,0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,surfaced_v2
1,huggingface__transformers-7075,polybench,python,3+,supercoder,on,SC-ON,0,kimi,resolved,1,1,11,11,0,0,1.4572823200000005,1.887021,118,702123,25045,8,396.44,51,1,1,1,1,1,0.125,0.125,0.125,0.125,8,0.75,0.75,surfaced_v2
1,instance_flipt-io__flipt-0b119520afca1cf25c470ff4288c464d4510b944,pro,go,3+,supercoder,on,SC-ON,0,kimi,unresolved,1,0,0,1,0,0,1.1454146799999994,4.07666,73,349218,10460,3,1425.76,146,31,0,0,0,0,0.0,0.0,0.0,0.0,3,0.6667,0.6667,surfaced_v2
1,instance_flipt-io__flipt-b4bb5e13006a729bc0eed8fe6ea18cff54acdacb,pro,go,3+,supercoder,on,SC-ON,0,kimi,resolved,1,1,1,1,0,0,0.5284571600000001,0.862299,48,288476,8770,8,439.66,111,2,0,1,1,1,0.0,0.25,0.25,0.375,8,0.5,0.5,surfaced_v2
1,instance_flipt-io__flipt-b4bb5e13006a729bc0eed8fe6ea18cff54acdacb,pro,go,3+,supercoder,off,SC-OFF,0,kimi,resolved,1,1,1,1,0,0,0.8570924200000001,1.17196,74,378463,8255,7,520.57,77,11,0,0,0,0,0.0,0.0,0.0,0.0,8,0.7143,0.625,surfaced_v2
1,instance_future-architect__vuls-8659668177f1feb65963db7a967347a79c5f9c40,pro,go,3+,supercoder,on,SC-ON,0,kimi,resolved,1,1,15,15,0,0,0.8817619700000002,1.55053,59,287555,9489,4,899.84,31,1,1,1,1,1,0.25,0.25,0.25,0.25,4,0.5,0.5,surfaced_v2
1,instance_future-architect__vuls-8659668177f1feb65963db7a967347a79c5f9c40,pro,go,3+,supercoder,off,SC-OFF,0,kimi,resolved,1,1,15,15,0,0,0.59689249,1.244119,42,222297,9923,4,720.97,108,71,0,0,0,0,0.0,0.0,0.0,0.0,4,0.5,0.5,surfaced_v2
1,instance_gravitational__teleport-b1bcd8b90c474a35bb11cc3ef4cc8941e1f8eab2-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,pro,go,1,supercoder,on,SC-ON,0,kimi,unresolved,1,0,1,2,0,1,0.5994556600000001,3.33989,48,170170,3035,2,288.21,221,3,0,1,1,1,0.0,1.0,1.0,1.0,1,0.5,1.0,surfaced_v2
1,keras-team__keras-19636,polybench,python,1,supercoder,off,SC-OFF,0,kimi,resolved,1,1,1,1,28,28,1.7123123000000005,2.116827,130,882047,4230,2,771.25,69,5,0,0,1,1,0.0,0.0,1.0,1.0,1,0.5,1.0,surfaced_v2
1,trinodb__trino-1512,polybench,java,1,supercoder,on,SC-ON,0,kimi,resolved,1,1,2,2,46,46,0.4446252700000001,0.888699,31,201500,2626,2,590.63,207,1,1,1,1,1,1.0,1.0,1.0,1.0,1,0.5,1.0,surfaced_v2
1,trinodb__trino-1512,polybench,java,1,supercoder,off,SC-OFF,0,kimi,resolved,1,1,2,2,46,46,1.1127820700000002,1.935192,110,194689,2327,2,1519.59,66,5,0,0,1,1,0.0,0.0,1.0,1.0,1,0.5,1.0,surfaced_v2
